id,name,email,course,grade,gpa,enrollment_date,department,year
61567,Agustin Gerhold,agustingerhold@university.edu,Physics,A,2.5099999999999997868371792719699442386627197265625,2022-09-30,Business,1
61568,Mrs. Bao Johnson,mrs.baojohnson@university.edu,CS,B,1.45999999999999996447286321199499070644378662109375,2023-06-01,Arts,1
61569,Leandro Upton,leandroupton@university.edu,History,B+,0.330000000000000015543122344752191565930843353271484375,2024-02-12,Engineering,3
61570,Laverna Hansen,lavernahansen@university.edu,CS,A,0.270000000000000017763568394002504646778106689453125,2023-05-06,Engineering,3
61571,Mr. Lorina O'Kon,mr.lorinaokon@university.edu,Chemistry,A,1.6100000000000000976996261670137755572795867919921875,2024-09-15,Engineering,3
61572,Darnell Parisian,darnellparisian@university.edu,Mathematics,C+,0.61999999999999999555910790149937383830547332763671875,2025-12-06,Law,2
61573,Ernie Emard,ernieemard@university.edu,Mathematics,A-,0.2399999999999999911182158029987476766109466552734375,2023-09-08,Medicine,4
61574,Deon Renner,deonrenner@university.edu,Mathematics,B-,2.45999999999999996447286321199499070644378662109375,2025-08-21,Medicine,1
61575,Mrs. Fidel Lubowitz,mrs.fidellubowitz@university.edu,Economics,D,1.8899999999999999023003738329862244427204132080078125,2022-12-05,Science,2
61576,Gavin Ankunding,gavinankunding@university.edu,Physics,C-,2.720000000000000195399252334027551114559173583984375,2025-09-29,Science,2
61577,Bryce Reilly,brycereilly@university.edu,English,A,0.57999999999999996003197111349436454474925994873046875,2024-04-27,Medicine,3
61578,Carrol Bergstrom,carrolbergstrom@university.edu,Chemistry,C,0.2600000000000000088817841970012523233890533447265625,2026-06-30,Arts,3
61579,Dr. Eloy Luettgen,dr.eloyluettgen@university.edu,English,B-,3.04999999999999982236431605997495353221893310546875,2024-11-06,Medicine,4
61580,Stacy Zieme,stacyzieme@university.edu,CS,C,1.8899999999999999023003738329862244427204132080078125,2025-04-19,Medicine,3
61581,Laverna Witting,lavernawitting@university.edu,History,B,3.109999999999999875655021241982467472553253173828125,2024-04-09,Arts,2
61582,Kip Littel,kiplittel@university.edu,Biology,A,1.7600000000000000088817841970012523233890533447265625,2023-04-23,Arts,3
61583,Tommy Carter I,tommycarteri@university.edu,Biology,B-,0.88000000000000000444089209850062616169452667236328125,2024-01-02,Science,2
61584,Marlen Trantow I,marlentrantowi@university.edu,Mathematics,C+,1.350000000000000088817841970012523233890533447265625,2022-09-22,Business,3
61585,Benny Tromp,bennytromp@university.edu,Physics,B-,3.839999999999999857891452847979962825775146484375,2026-05-17,Business,3
61586,Michal Schamberger Jr.,michalschambergerjr.@university.edu,History,A,2.7400000000000002131628207280300557613372802734375,2025-05-08,Medicine,2
61587,Jo Conroy,joconroy@university.edu,Biology,B-,1.62999999999999989341858963598497211933135986328125,2025-02-25,Law,3
61588,Gilberto Considine,gilbertoconsidine@university.edu,Chemistry,F,3.04999999999999982236431605997495353221893310546875,2022-10-08,Business,2
61589,Miss Bobbye Jacobi,missbobbyejacobi@university.edu,CS,C+,0.810000000000000053290705182007513940334320068359375,2023-04-24,Medicine,3
61590,Jewell Kertzmann,jewellkertzmann@university.edu,Mathematics,F,3.79999999999999982236431605997495353221893310546875,2024-02-05,Medicine,3
61591,Israel Fritsch,israelfritsch@university.edu,History,B-,0.330000000000000015543122344752191565930843353271484375,2024-11-01,Science,4
61592,Miss Lavern Kirlin,misslavernkirlin@university.edu,Chemistry,B-,1.7399999999999999911182158029987476766109466552734375,2026-08-05,Engineering,2
61593,Tonette Jast,tonettejast@university.edu,Physics,C,3.609999999999999875655021241982467472553253173828125,2023-10-20,Medicine,4
61594,Ms. Hai Gleichner,ms.haigleichner@university.edu,Biology,D,1.3300000000000000710542735760100185871124267578125,2025-07-21,Business,1
61595,Lizbeth Kling III,lizbethklingiii@university.edu,Economics,C-,2.069999999999999840127884453977458178997039794921875,2025-07-11,Arts,1
61596,Antione Gusikowski,antionegusikowski@university.edu,Biology,A,1.270000000000000017763568394002504646778106689453125,2026-08-26,Engineering,4
61597,Bettie Nicolas,bettienicolas@university.edu,History,F,1.8899999999999999023003738329862244427204132080078125,2026-07-15,Business,3
61598,Andria Kozey,andriakozey@university.edu,Mathematics,B-,1.5,2023-12-04,Arts,3
61599,Fabian Waelchi,fabianwaelchi@university.edu,Chemistry,D,3.899999999999999911182158029987476766109466552734375,2023-03-12,Science,1
61600,Lavonia Lubowitz IV,lavonialubowitziv@university.edu,Physics,F,3.640000000000000124344978758017532527446746826171875,2024-11-03,Law,1
61601,Susannah Leuschke,susannahleuschke@university.edu,Biology,C-,0.34999999999999997779553950749686919152736663818359375,2025-12-04,Medicine,2
61602,Miss Valene Fritsch,missvalenefritsch@university.edu,English,D,2.430000000000000159872115546022541821002960205078125,2026-09-10,Engineering,1
61603,Jean Ruecker,jeanruecker@university.edu,CS,B-,0.5,2024-11-22,Medicine,3
61604,Mr. Dorcas Osinski,mr.dorcasosinski@university.edu,History,C-,1.2399999999999999911182158029987476766109466552734375,2024-11-18,Science,2
61605,Ryan O'Conner,ryanoconner@university.edu,CS,F,0.79000000000000003552713678800500929355621337890625,2023-04-22,Business,4
61606,Misha Emmerich I,mishaemmerichi@university.edu,Biology,B,1.20999999999999996447286321199499070644378662109375,2026-07-16,Law,3
61607,Ms. Gordon Dietrich,ms.gordondietrich@university.edu,CS,C,3.779999999999999804600747665972448885440826416015625,2023-01-31,Engineering,1
61608,Ryan Beatty Sr.,ryanbeattysr.@university.edu,Biology,D,0.309999999999999997779553950749686919152736663818359375,2025-05-21,Law,1
61609,Doyle Leuschke IV,doyleleuschkeiv@university.edu,History,C-,0.440000000000000002220446049250313080847263336181640625,2026-05-14,Engineering,1
61610,Ms. Erlinda Mraz,ms.erlindamraz@university.edu,Economics,F,0.9499999999999999555910790149937383830547332763671875,2025-08-03,Science,3
61611,Gilda Becker,gildabecker@university.edu,Mathematics,D,1.5500000000000000444089209850062616169452667236328125,2026-08-12,Law,3
61612,Xavier White,xavierwhite@university.edu,English,A+,1.560000000000000053290705182007513940334320068359375,2023-06-03,Medicine,1
61613,Brant Dibbert,brantdibbert@university.edu,Chemistry,A,1.479999999999999982236431605997495353221893310546875,2025-08-24,Science,4
61614,Antonia Blick,antoniablick@university.edu,History,A-,2.0800000000000000710542735760100185871124267578125,2023-02-08,Arts,4
61615,Mrs. Tenesha Little,mrs.teneshalittle@university.edu,Economics,A+,1.9299999999999999378275106209912337362766265869140625,2023-10-15,Arts,2
61616,Augustus Murphy,augustusmurphy@university.edu,English,D,3.75,2024-12-10,Arts,4
61617,Stewart Murphy,stewartmurphy@university.edu,English,A+,0.409999999999999975575093458246556110680103302001953125,2026-05-04,Arts,4
61618,Lance Rippin III,lancerippiniii@university.edu,Physics,C+,1.9499999999999999555910790149937383830547332763671875,2022-11-03,Business,4
61619,Wally Nikolaus,wallynikolaus@university.edu,Physics,A,3.399999999999999911182158029987476766109466552734375,2026-04-20,Science,2
61620,Clarice Rempel,claricerempel@university.edu,Biology,D,1.9099999999999999200639422269887290894985198974609375,2025-10-06,Science,4
61621,Shayne Halvorson IV,shaynehalvorsoniv@university.edu,Physics,C,0.88000000000000000444089209850062616169452667236328125,2023-08-31,Business,4
61622,Sanjuana Gleichner,sanjuanagleichner@university.edu,Physics,A+,2.689999999999999946709294817992486059665679931640625,2023-07-15,Law,4
61623,Quintin Wilkinson,quintinwilkinson@university.edu,Mathematics,A+,0.270000000000000017763568394002504646778106689453125,2023-06-30,Arts,1
61624,Emerita Lynch Jr.,emeritalynchjr.@university.edu,Chemistry,B,3.62999999999999989341858963598497211933135986328125,2024-03-27,Law,1
61625,Willy Koch,willykoch@university.edu,History,A+,3.20000000000000017763568394002504646778106689453125,2023-10-08,Science,4
61626,Timothy Langosh,timothylangosh@university.edu,English,B-,0.82999999999999996003197111349436454474925994873046875,2024-06-26,Medicine,4
61627,Levi Hane V,levihanev@university.edu,English,A+,3.0099999999999997868371792719699442386627197265625,2024-06-26,Engineering,3
61628,Gigi Schiller I,gigischilleri@university.edu,Biology,B+,1.6599999999999999200639422269887290894985198974609375,2026-07-26,Arts,2
61629,Rene Kozey,renekozey@university.edu,Biology,B,0.58999999999999996891375531049561686813831329345703125,2024-02-06,Engineering,1
61630,Ms. Stacey Champlin,ms.staceychamplin@university.edu,Biology,C,2.060000000000000053290705182007513940334320068359375,2022-09-27,Medicine,4
61631,Shad White,shadwhite@university.edu,Mathematics,F,2.3300000000000000710542735760100185871124267578125,2025-11-19,Law,3
61632,Delfina Lynch,delfinalynch@university.edu,History,F,2.0800000000000000710542735760100185871124267578125,2025-03-30,Medicine,2
61633,Clayton Wolff,claytonwolff@university.edu,Chemistry,A+,2.589999999999999857891452847979962825775146484375,2025-02-24,Engineering,1
61634,Ms. Hobert Lubowitz,ms.hobertlubowitz@university.edu,CS,B,3.589999999999999857891452847979962825775146484375,2025-08-02,Law,4
61635,Ms. Carie Keeling,ms.cariekeeling@university.edu,History,C-,1.2600000000000000088817841970012523233890533447265625,2025-03-21,Arts,4
61636,Mr. Joey Medhurst,mr.joeymedhurst@university.edu,English,B+,0.9499999999999999555910790149937383830547332763671875,2024-03-31,Medicine,1
61637,Mr. Tory Rempel,mr.toryrempel@university.edu,CS,C-,0.450000000000000011102230246251565404236316680908203125,2025-06-10,Law,4
61638,Vicente Prohaska,vicenteprohaska@university.edu,Economics,C+,2.100000000000000088817841970012523233890533447265625,2025-02-25,Law,3
61639,Wes Rice,wesrice@university.edu,Biology,A+,0.70999999999999996447286321199499070644378662109375,2025-07-28,Arts,2
61640,Young Jakubowski III,youngjakubowskiiii@university.edu,Chemistry,A-,1.37999999999999989341858963598497211933135986328125,2024-02-24,Medicine,2
61641,Golden Zboncak,goldenzboncak@university.edu,Mathematics,C-,0.1600000000000000033306690738754696212708950042724609375,2024-12-30,Arts,1
61642,Emmanuel Morissette V,emmanuelmorissettev@university.edu,Physics,F,2.9900000000000002131628207280300557613372802734375,2026-09-14,Law,1
61643,Ms. Hunter Runolfsdottir,ms.hunterrunolfsdottir@university.edu,CS,C,2.54000000000000003552713678800500929355621337890625,2024-01-20,Business,1
61644,Zoila Ritchie,zoilaritchie@university.edu,English,A,1.2399999999999999911182158029987476766109466552734375,2025-09-24,Law,3
61645,Dewitt Williamson DVM,dewittwilliamsondvm@university.edu,Physics,A+,3.95999999999999996447286321199499070644378662109375,2025-06-11,Medicine,4
61646,Renae Hamill II,renaehamillii@university.edu,Economics,B-,1.4699999999999999733546474089962430298328399658203125,2026-03-05,Arts,1
61647,Lala Maggio,lalamaggio@university.edu,Physics,C,3.4199999999999999289457264239899814128875732421875,2024-03-25,Law,1
61648,Santo Macejkovic,santomacejkovic@university.edu,Physics,B,3.04000000000000003552713678800500929355621337890625,2023-09-07,Science,2
61649,Garrett Stokes DVM,garrettstokesdvm@university.edu,Biology,B+,0.289999999999999980015985556747182272374629974365234375,2025-06-20,Arts,4
61650,Pricilla Waelchi,pricillawaelchi@university.edu,CS,B+,1.1999999999999999555910790149937383830547332763671875,2023-09-18,Engineering,4
61651,Miss Rachell Barton,missrachellbarton@university.edu,English,C-,3.3300000000000000710542735760100185871124267578125,2023-03-03,Medicine,2
61652,Shantae Dickinson,shantaedickinson@university.edu,Mathematics,F,3.109999999999999875655021241982467472553253173828125,2025-09-03,Law,4
61653,Dr. Kina Watsica,dr.kinawatsica@university.edu,Physics,A-,1.060000000000000053290705182007513940334320068359375,2025-08-01,Business,3
61654,Ms. Victor Senger,ms.victorsenger@university.edu,English,C,3.439999999999999946709294817992486059665679931640625,2024-01-17,Business,3
61655,Derrick Crona,derrickcrona@university.edu,History,B+,3.12000000000000010658141036401502788066864013671875,2024-06-24,Arts,1
61656,Cherilyn Kassulke I,cherilynkassulkei@university.edu,Economics,B,1.1100000000000000976996261670137755572795867919921875,2024-02-24,Business,1
61657,Nathan Bernhard,nathanbernhard@university.edu,History,C,1.350000000000000088817841970012523233890533447265625,2025-04-09,Science,3
61658,Casey Cruickshank,caseycruickshank@university.edu,Chemistry,B+,2.04000000000000003552713678800500929355621337890625,2023-09-01,Arts,1
61659,Lucius Hayes,luciushayes@university.edu,CS,A,2.7400000000000002131628207280300557613372802734375,2024-03-11,Law,2
61660,Cesar Metz V,cesarmetzv@university.edu,Mathematics,C-,3.62000000000000010658141036401502788066864013671875,2024-04-07,Engineering,2
61661,Mrs. Rosetta Johns,mrs.rosettajohns@university.edu,Economics,B-,0.2200000000000000011102230246251565404236316680908203125,2025-04-15,Medicine,4
61662,Malissa Hermiston,malissahermiston@university.edu,English,F,1.5800000000000000710542735760100185871124267578125,2024-10-17,Science,3
61663,Merrill Nitzsche DDS,merrillnitzschedds@university.edu,Economics,A-,3.87000000000000010658141036401502788066864013671875,2026-01-16,Business,3
61664,Raul Ruecker,raulruecker@university.edu,Mathematics,B+,1.62999999999999989341858963598497211933135986328125,2025-07-11,Science,3
61665,Clifton Swaniawski,cliftonswaniawski@university.edu,Economics,A,0.560000000000000053290705182007513940334320068359375,2026-01-24,Medicine,4
61666,Petra Bayer,petrabayer@university.edu,Economics,C,2.850000000000000088817841970012523233890533447265625,2025-02-27,Engineering,2
61667,Eun Goldner,eungoldner@university.edu,CS,B,1.9499999999999999555910790149937383830547332763671875,2022-10-13,Business,3
61668,Mammie Schinner DDS,mammieschinnerdds@university.edu,Mathematics,F,1.399999999999999911182158029987476766109466552734375,2025-01-31,Business,1
61669,Alisia Moore,alisiamoore@university.edu,Physics,B+,0.340000000000000024424906541753443889319896697998046875,2023-09-02,Law,2
61670,Maud White PhD,maudwhitephd@university.edu,History,D,1.850000000000000088817841970012523233890533447265625,2024-06-29,Medicine,1
61671,Mrs. Shawnda Witting,mrs.shawndawitting@university.edu,History,B,0.7199999999999999733546474089962430298328399658203125,2024-07-26,Engineering,2
61672,Kassandra Wiegand,kassandrawiegand@university.edu,English,C,1.62000000000000010658141036401502788066864013671875,2023-05-07,Business,1
61673,Alla Daniel,alladaniel@university.edu,CS,B+,3.04000000000000003552713678800500929355621337890625,2022-11-30,Medicine,3
61674,Mrs. Jules Heller,mrs.julesheller@university.edu,Chemistry,A-,1.8600000000000000976996261670137755572795867919921875,2026-03-27,Business,4
61675,Gilbert Strosin,gilbertstrosin@university.edu,Physics,B-,0.2200000000000000011102230246251565404236316680908203125,2026-01-12,Law,3
61676,Robbie Osinski Jr.,robbieosinskijr.@university.edu,Biology,C,2,2025-01-03,Business,4
61677,Vern Daugherty,verndaugherty@university.edu,Chemistry,A-,3.060000000000000053290705182007513940334320068359375,2025-10-11,Arts,3
61678,Gale Gulgowski,galegulgowski@university.edu,Physics,B,3.189999999999999946709294817992486059665679931640625,2024-07-07,Law,4
61679,Ilana Stroman PhD,ilanastromanphd@university.edu,CS,C-,2.4900000000000002131628207280300557613372802734375,2023-10-15,Science,3
61680,Armand Walker,armandwalker@university.edu,CS,C+,2.100000000000000088817841970012523233890533447265625,2025-01-14,Law,3
61681,Mr. Salley Hammes,mr.salleyhammes@university.edu,CS,F,3.729999999999999982236431605997495353221893310546875,2025-08-06,Arts,3
61682,Raphael Ward,raphaelward@university.edu,Mathematics,A,0.4699999999999999733546474089962430298328399658203125,2024-01-13,Engineering,2
61683,Ira Schultz,iraschultz@university.edu,English,B+,1.1100000000000000976996261670137755572795867919921875,2025-03-27,Law,2
61684,Ferdinand Frami,ferdinandframi@university.edu,CS,C,2.470000000000000195399252334027551114559173583984375,2025-02-22,Medicine,3
61685,Mamie Tillman,mamietillman@university.edu,Chemistry,D,2.479999999999999982236431605997495353221893310546875,2024-10-24,Business,4
